artist,title,album,recordLabel,sequence,programTitle,episodeTitle,episodeTimestamp
Tiberius b,STAY WITH ME!,,Zelig Music,31,Nick Grimshaw,Alex Horne,2025-05-01T07:00:00+01:00
Elkka,I Just Want To Love You,,Ninja Tune,32,Nick Grimshaw,Alex Horne,2025-05-01T07:00:00+01:00
Fontaines D.C.,Before You I Just Forget,,XL Recordings,33,Nick Grimshaw,Alex Horne,2025-05-01T07:00:00+01:00
BAMBIIJessy LanzaYaeji,MirrorJessy LanzaYaeji,,,34,Nick Grimshaw,Alex Horne,2025-05-01T07:00:00+01:00
Getdown Services,Dog Dribble,,Breakfast Records,35,Nick Grimshaw,Alex Horne,2025-05-01T07:00:00+01:00
BC CamplightAbigail Morris,Two Legged DogAbigail Morris,,Bella Union,36,Nick Grimshaw,Alex Horne,2025-05-01T07:00:00+01:00
Charlotte AdigéryBolis Pupul,Ceci n'est pas un cliché,,DEEWEE,37,Nick Grimshaw,Alex Horne,2025-05-01T07:00:00+01:00
Leftfield,Phat Planet,Afrika Shox,Sony Music Entertainment UK Ltd,10,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-02T07:00:00+01:00
Marvin Gaye,What's Going On,,Tamla Motown,0,Nick Grimshaw,Julia Louis-Dreyfus,2025-04-30T07:00:00+01:00
Lana Del Rey,"Henry, come on",,Polydor,1,Nick Grimshaw,Julia Louis-Dreyfus,2025-04-30T07:00:00+01:00
Vampire Weekend,Cape Cod Kwassa Kwassa,CD SINGLE,XL,2,Nick Grimshaw,Julia Louis-Dreyfus,2025-04-30T07:00:00+01:00
These New Puritans,A Season In Hell,,,3,Nick Grimshaw,Julia Louis-Dreyfus,2025-04-30T07:00:00+01:00
Jon HopkinsKelly Lee Owens,Luminous Spaces,,Domino,4,Nick Grimshaw,Julia Louis-Dreyfus,2025-04-30T07:00:00+01:00
Tiberius b,STAY WITH ME!,,Zelig Music,5,Nick Grimshaw,Julia Louis-Dreyfus,2025-04-30T07:00:00+01:00
Queen LatifahShadesFree,Mr. Big Stuff,,Motown,6,Nick Grimshaw,Julia Louis-Dreyfus,2025-04-30T07:00:00+01:00
Julio Bashmore,Au Seve,Au Seve,Broadwalk Records,7,Nick Grimshaw,Julia Louis-Dreyfus,2025-04-30T07:00:00+01:00
Maxïmo Park,Our Velocity,,Warp,8,Nick Grimshaw,Julia Louis-Dreyfus,2025-04-30T07:00:00+01:00
Peter Gabriel,Solsbury Hill,,Virgin,9,Nick Grimshaw,Julia Louis-Dreyfus,2025-04-30T07:00:00+01:00
Suede,Metal Mickey,,Nude Records,10,Nick Grimshaw,Julia Louis-Dreyfus,2025-04-30T07:00:00+01:00
SHERELLEGeorge Riley,FREAKY (JUST MY TYPE),,Method 808,11,Nick Grimshaw,Julia Louis-Dreyfus,2025-04-30T07:00:00+01:00
Overmono,Good Lies,,XL Recordings,12,Nick Grimshaw,Julia Louis-Dreyfus,2025-04-30T07:00:00+01:00
Skee‐Lo,I Wish,,Polygram TV,13,Nick Grimshaw,Julia Louis-Dreyfus,2025-04-30T07:00:00+01:00
The Jam,A Town Called Malice,,Polydor,14,Nick Grimshaw,Julia Louis-Dreyfus,2025-04-30T07:00:00+01:00
Myd,Domino,,Ed Banger Records,15,Nick Grimshaw,Julia Louis-Dreyfus,2025-04-30T07:00:00+01:00
Teleman,Skeleton Dance,Breakfast,Moshi Moshi,16,Nick Grimshaw,Julia Louis-Dreyfus,2025-04-30T07:00:00+01:00
Cream,White Room,,Polydor,17,Nick Grimshaw,Julia Louis-Dreyfus,2025-04-30T07:00:00+01:00
Pulp,Spike Island,,Rough Trade,18,Nick Grimshaw,Julia Louis-Dreyfus,2025-04-30T07:00:00+01:00
Giorgio Moroder,The Chase,And They Danced The Night Away CD1,CASABLANCA,19,Nick Grimshaw,Julia Louis-Dreyfus,2025-04-30T07:00:00+01:00
Mark PritchardThom Yorke,Gangsters,,Warp,20,Nick Grimshaw,Julia Louis-Dreyfus,2025-04-30T07:00:00+01:00
Fatboy Slim,Gangster Trippin,,Skint Records,21,Nick Grimshaw,Julia Louis-Dreyfus,2025-04-30T07:00:00+01:00
Joy Crookes,I Know You'd Kill,,Sony Music,22,Nick Grimshaw,Julia Louis-Dreyfus,2025-04-30T07:00:00+01:00
saluteRina Sawayama,saving flowers (Hudson Mohawke Remix)Rina Sawayama,,,23,Nick Grimshaw,Julia Louis-Dreyfus,2025-04-30T07:00:00+01:00
Arctic Monkeys,Arabella,AM,Domino Recording Co,24,Nick Grimshaw,Julia Louis-Dreyfus,2025-04-30T07:00:00+01:00
Ezra Furman,Power of The Moon,,Bella Union,25,Nick Grimshaw,Julia Louis-Dreyfus,2025-04-30T07:00:00+01:00
PrinceThe Revolution,Kiss,,Paisley Park/Warner Bros,26,Nick Grimshaw,Julia Louis-Dreyfus,2025-04-30T07:00:00+01:00
Model/Actriz,Diva,,Dirty Hit,27,Nick Grimshaw,Julia Louis-Dreyfus,2025-04-30T07:00:00+01:00
Grace Jones,Private Life,,Island,28,Nick Grimshaw,Julia Louis-Dreyfus,2025-04-30T07:00:00+01:00
Bon IverDanielle Haim,If Only I Could WaitDanielle Haim,,Jagjaguwar,29,Nick Grimshaw,Julia Louis-Dreyfus,2025-04-30T07:00:00+01:00
Kae Tempest,Know Yourself,,,30,Nick Grimshaw,Julia Louis-Dreyfus,2025-04-30T07:00:00+01:00
The MoonlandingzNadine Shah,RoustaboutNadine Shah,,Transgressive,31,Nick Grimshaw,Julia Louis-Dreyfus,2025-04-30T07:00:00+01:00
Turnstile,Never Enough,,Roadrunner Records,32,Nick Grimshaw,Julia Louis-Dreyfus,2025-04-30T07:00:00+01:00
Goldie Presents Rufige KruCleveland Watkiss,GoldikusCleveland Watkiss,,,33,Nick Grimshaw,Julia Louis-Dreyfus,2025-04-30T07:00:00+01:00
OrbitalConfidence Man,Re-lushConfidence Man,,,34,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-09T07:00:00+01:00
The Velvet Underground,I'm Waiting For The Man,,Global Television,0,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-29T07:00:00+01:00
Ezra Furman,Power of The Moon,,Bella Union,1,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-29T07:00:00+01:00
Bishop Nehru,Rooftops,,Bishop Nehru,2,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-29T07:00:00+01:00
Leon VynehallPoison Anna,Mirror's EdgePoison Anna,Mirror's Edge Single,Ooze INC,3,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-29T07:00:00+01:00
Underworld,Dark & Long,,Junior Boys Own,4,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-29T07:00:00+01:00
Mount PalomarKarla Chubb,L'AlimentKarla Chubb,,Nice Swan Electronic,5,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-29T07:00:00+01:00
Franz Ferdinand,Take Me Out,,Domino,6,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-29T07:00:00+01:00
KH,Looking At Your Pager,,Three Six Zero Recordings,7,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-29T07:00:00+01:00
Sounds of Blackness,The Pressure,,Perspective Records,8,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-29T07:00:00+01:00
LCD Soundsystem,Daft Punk Is Playing At My House,CD SINGLE,DFA,9,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-29T07:00:00+01:00
The Cramps,Human Fly,,Beaky,10,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-29T07:00:00+01:00
The Flaming Lips,The Yeah Yeah Yeah Song (With All Your Power),,Warner Bros,11,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-29T07:00:00+01:00
Chuck DDaddy-O,New GensDaddy-O,,Def Jam,12,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-29T07:00:00+01:00
Sky Ferreira,You're Not The One,"Night Time, My Time",Capitol Records (CAP),13,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-29T07:00:00+01:00
BlazeBarbara Tucker,Most Precious LoveBarbara Tucker,De Maxx Long Player 27,Universal Music S.A.,14,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-29T07:00:00+01:00
The Fall,Cab It Up,I Am Kurious Oranj,Beggars Banquet,15,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-29T07:00:00+01:00
Perfume Genius,Slip Away,,Matador,16,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-29T07:00:00+01:00
Sleeper,Sale Of The Century,,Indolent,17,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-29T07:00:00+01:00
The Kinks,Till The End Of The Day,,Castle,18,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-29T07:00:00+01:00
Fontaines D.C.,Before You I Just Forget,,XL Recordings,19,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-29T07:00:00+01:00
Siouxsie and the Banshees,Kiss Them For Me,KISS THEM FOR ME,Wonderland,20,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-29T07:00:00+01:00
Bon Iver,Walk Home,,Jagjaguwar,21,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-29T07:00:00+01:00
Neneh Cherry,Manchild,,Now,22,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-29T07:00:00+01:00
Billy Nomates,Plans,,Invada Records,23,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-29T07:00:00+01:00
Doechii,Nosebleeds,,Polydor,24,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-29T07:00:00+01:00
Ride,Taste,,IGNITION MUSIK,25,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-29T07:00:00+01:00
Car Seat Headrest,CCF (I'm Gonna Stay With You),,Matador,26,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-29T07:00:00+01:00
These New Puritans,A Season In Hell,,,27,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-29T07:00:00+01:00
Father John Misty,I Guess Time Just Makes Fools Of Us All,,Bella Union,28,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-29T07:00:00+01:00
Mogan,House Rules,Single,Self Released,29,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-29T07:00:00+01:00
Kendrick Lamar,Untitled 05 09.21.2014.,untitled unmastered,Polydor,30,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-29T07:00:00+01:00
Little Simz,Free,,AWAL,31,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-29T07:00:00+01:00
Emma‐Jean Thackray,"Wanna Die (6 Music Session, 28 Apr 2025)",,,32,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-29T07:00:00+01:00
Humour,Neighbours,,So Young,33,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-29T07:00:00+01:00
Unknown Mortal Orchestra,Everyone Acts Crazy Nowadays,,Jagjaguwar,34,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-29T07:00:00+01:00
Matt Berninger,Bonnet of Pins,,Concord Recordings,35,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-29T07:00:00+01:00
BengaCoki,Night,,Ammunition Promotions Ltd,36,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-29T07:00:00+01:00
Yeah Yeah Yeahs,Sacrilege,,Polydor,0,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-28T07:00:00+01:00
Car Seat Headrest,CCF (I'm Gonna Stay With You),,Matador,1,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-28T07:00:00+01:00
The Show Stoppers,Ain't Nothin' But A House Party,This Is The Modern World  (Various Artists),Universal,2,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-28T07:00:00+01:00
SAULT,R.L.,,Forever Living Originals,3,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-28T07:00:00+01:00
James Blake,Loading,,Polydor,4,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-28T07:00:00+01:00
Model/Actriz,Diva,,Dirty Hit,5,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-28T07:00:00+01:00
Steve Monite,Only You,Only You,Soundway Records,6,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-28T07:00:00+01:00
Madonna,Everybody,"Everybody (7"" Version)",Warner Records,7,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-28T07:00:00+01:00
MJ Cole,Crazy Love,,Talkin' Loud,8,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-28T07:00:00+01:00
Parquet Courts,Total Football,,Rough Trade Records,9,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-28T07:00:00+01:00
Nirvana,Smells Like Teen Spirit,,Geffen,10,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-28T07:00:00+01:00
Pulp,Spike Island,,Rough Trade,11,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-28T07:00:00+01:00
Sex Pistols,Holidays In The Sun,,Virgin,12,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-28T07:00:00+01:00
Grimes,Genesis,,4 A.D.,13,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-28T07:00:00+01:00
The SourceCandi Staton,You Got The LoveCandi Staton,,React,14,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-28T07:00:00+01:00
D‐Train,You're The One For Me,The Greatest 80's Soul W/Ender  (Va),Warner Strategic Market,15,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-28T07:00:00+01:00
De La Soul,Ring Ring Ring (Ha Ha Hey),De La Soul - De La Soul Is Dead,Tommy Boy Music,16,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-28T07:00:00+01:00
Felix da Housecat,Ready 2 Wear,,Rykodisc,17,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-28T07:00:00+01:00
SHERELLEGeorge Riley,FREAKY (JUST MY TYPE),,Method 808,18,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-28T07:00:00+01:00
Avalon Emerson,Rotting Hills,,AD93,19,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-28T07:00:00+01:00
Mark PritchardThom Yorke,Gangsters,,Warp,20,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-28T07:00:00+01:00
boygenius,$20,,Interscope,21,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-28T07:00:00+01:00
The Dare,LCA,,Republic Records,22,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-28T07:00:00+01:00
CheetahNia Archives,Get Loose,,Up Ya Archives,23,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-28T07:00:00+01:00
Ramones,Do You Remember Rock 'n' Roll Radio?,,Rhino,24,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-28T07:00:00+01:00
Wet Leg,catch these fists,,Domino,25,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-28T07:00:00+01:00
The Knife,Silent Shout,Silent Shout,Brille Records,26,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-28T07:00:00+01:00
COBRAH,Tea,,Rinse,27,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-28T07:00:00+01:00
Marvelous CainBizzy BeeTempo O'Neil,Everyday JunglistTempo O'Neil,,Macca,28,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-28T07:00:00+01:00
FKA twigs,Striptease,,Young,29,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-28T07:00:00+01:00
Turnstile,Never Enough,,Roadrunner Records,30,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-28T07:00:00+01:00
Solange,Cranes In The Sky,HitDisc: HC201644,Saint / Columbia,31,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-28T07:00:00+01:00
Loyle Carner,All I Need,,Island / EMI,32,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-28T07:00:00+01:00
Florentino,Con Luz,Kilometro Quinze,XL Recordings,33,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-28T07:00:00+01:00
Sorry,Jetplane,,Domino,34,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-28T07:00:00+01:00
Rando ArandHyrr IV,Slidin In Yo DM'sHyrr IV,Child Of The Internet,Liitheli,35,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-28T07:00:00+01:00
Jadu Heart,Mild To Moderate Pain,,VLF Records,36,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-28T07:00:00+01:00
Flying LotusThundercat,Black GoldThundercat,Yasuke,Warp Records,37,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-28T07:00:00+01:00
Rolling Blackouts Coastal Fever,French Press,,Sub Pop,0,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-25T07:00:00+01:00
Fontaines D.C.,Before You I Just Forget,,XL Recordings,1,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-25T07:00:00+01:00
Aretha Franklin,See Saw,,Atlantic,2,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-25T07:00:00+01:00
Jacob Alon,August Moon,,Island Records,3,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-25T07:00:00+01:00
Busta Rhymes,Woo Hah!,,Elektra,4,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-25T07:00:00+01:00
Joy Crookes,I Know You'd Kill,,Sony Music,5,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-25T07:00:00+01:00
Frankie KnucklesSatoshi TomiieRobert Owens,TearsSatoshi TomiieRobert Owens,,FFRR,6,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-25T07:00:00+01:00
Utah Saints,Something Good,,London Records,7,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-25T07:00:00+01:00
Cassius,Cassius 99,(CD Single),DISTINCTIVE,8,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-25T07:00:00+01:00
Gossip,Listen Up,CD SINGLE,Back Yard Recordings,9,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-25T07:00:00+01:00
The Stooges,I Wanna Be Your Dog,,Elektra,10,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-25T07:00:00+01:00
Stetsasonic,Talkin' All That Jazz,,Tommy Boy Music,11,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-25T07:00:00+01:00
Doechii,DENIAL IS A RIVER,,Top Dawg Entertainment,12,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-25T07:00:00+01:00
Viagra Boys,The Bog Body,,Shrimptech Enterprises,13,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-25T07:00:00+01:00
The Chemical BrothersQ‐Tip,GalvanizeQ‐Tip,,Virgin,14,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-25T07:00:00+01:00
Manix,Feel Real Good,,KMS,15,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-25T07:00:00+01:00
Charli xcx,Von dutch,,Atlantic,16,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-25T07:00:00+01:00
Galaxy II Galaxy,Jupiter Jazz,World 2 World,Underground Resistance,17,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-25T07:00:00+01:00
Foxy Brown,Oh Yeah,Broken Silence,Def Jam Recordings,18,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-25T07:00:00+01:00
Candi Staton,Young Hearts Run Free,,TELSTAR,19,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-25T07:00:00+01:00
Al Green,Here I Am (Come and Take Me),,Beechwood,20,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-25T07:00:00+01:00
Hiatus Kaiyote,Make Friends,,Ninja Tune,21,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-25T07:00:00+01:00
Little Simz,Free,,AWAL,22,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-25T07:00:00+01:00
Blondie,Heart Of Glass,BEST GIRL POWER ALBUM...EVER!,Castle,23,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-25T07:00:00+01:00
Loyle Carner,All I Need,,Island / EMI,24,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-25T07:00:00+01:00
Goldie Presents Rufige KruCleveland Watkiss,GoldikusCleveland Watkiss,,,25,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-25T07:00:00+01:00
Conquering Lion,Code Red,,Congo Natty,26,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-25T07:00:00+01:00
SHERELLEGeorge Riley,FREAKY (JUST MY TYPE),,Method 808,27,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-25T07:00:00+01:00
The Jimi Hendrix Experience,Purple Haze,,MCA,28,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-25T07:00:00+01:00
Femi Kuti,Journey Through Life,,,29,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-25T07:00:00+01:00
Yasiin Bey,Quiet Dog,,Downtown,30,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-25T07:00:00+01:00
Kae Tempest,Statue In The Square,,Island Records,31,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-25T07:00:00+01:00
Kelela,Rewind,Hallucinogen,Warp Records,32,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-25T07:00:00+01:00
Elastica,Connection,,Deceptive Records,33,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-25T07:00:00+01:00
The Horrors,LA Runaway,,Fiction,34,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-25T07:00:00+01:00
Father John Misty,"Josh Tillman & The Accidental Dose (6 Music Session, 16 Apr 2025)",,,35,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-25T07:00:00+01:00
Don Leisure,Maen Llia,,SAIN,36,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-25T07:00:00+01:00
CheetahNia Archives,Get Loose,,Up Ya Archives,37,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-25T07:00:00+01:00
Jockstrap,50/50,,Warp Records,38,Nick Grimshaw,"Guests, chat, and really good songs",2025-04-25T07:00:00+01:00
Modest Mouse,Float On,,Epic,0,Nick Grimshaw,HAAi,2025-04-24T07:00:00+01:00
Stereolab,Aerial Troubles,,Warp,1,Nick Grimshaw,HAAi,2025-04-24T07:00:00+01:00
Clairo,Sexy to Someone,,Clairo Records,2,Nick Grimshaw,HAAi,2025-04-24T07:00:00+01:00
Ezra Furman,Power of The Moon,,Bella Union,3,Nick Grimshaw,HAAi,2025-04-24T07:00:00+01:00
Cocteau Twins,Iceblink Luck,,4 A.D,4,Nick Grimshaw,HAAi,2025-04-24T07:00:00+01:00
Jenny Hval,The Artist Is Absent,,4AD,5,Nick Grimshaw,HAAi,2025-04-24T07:00:00+01:00
Little Dragon,Klapp Klapp,,Because Music,6,Nick Grimshaw,HAAi,2025-04-24T07:00:00+01:00
Happy Mondays,Hallelujah,,Factory Records,7,Nick Grimshaw,HAAi,2025-04-24T07:00:00+01:00
MGMT,Electric Feel,CD SINGLE,Columbia,8,Nick Grimshaw,HAAi,2025-04-24T07:00:00+01:00
Jayda G,Both Of Us,,Ninja Tune,9,Nick Grimshaw,HAAi,2025-04-24T07:00:00+01:00
The Beloved,The Sun Rising,,East West Records,10,Nick Grimshaw,HAAi,2025-04-24T07:00:00+01:00
St. Vincent,Fast Slow Disco,,Caroline International/Loma Vista,11,Nick Grimshaw,HAAi,2025-04-24T07:00:00+01:00
DB Boulevard,Point Of View,(CD Single),Illustrious,12,Nick Grimshaw,HAAi,2025-04-24T07:00:00+01:00
The Beatles,Helter Skelter,,Apple,13,Nick Grimshaw,HAAi,2025-04-24T07:00:00+01:00
Tom Tom Club,Wordy Rappinghood,Single,Island,14,Nick Grimshaw,HAAi,2025-04-24T07:00:00+01:00
Jungle,Good Times,,Caiola Records,15,Nick Grimshaw,HAAi,2025-04-24T07:00:00+01:00
